country,temperature_celsius,attacked
Afghanistan,-0.6448481295088093,0
Kenya,0.1746999560239222,0
Kuwait,-0.0403959700997886,1
Thailand,0.824164161566502,0
Malawi,-0.04061137731276947,1
Mali,-5.999071698795828,0
Malta,-0.4386736055859916,0
Mauritania,3.7198869803377774,0
Mauritius,0.6511333676338532,0
Mozambique,0.6056951396858952,0
Myanmar,0.9255001125793504,0
Turkey,-1.349159091693332,0
Jordan,-0.1793177121509773,0
Oman,-0.3257295162723314,1
Russia,-1.929761377586536,0
Senegal,-0.7436905685634425,0
Slovenia,6.119059255486677,0
South Africa,0.3945523615734477,0
Sudan,0.8792213253452279,1
Tanzania,-0.2928996935434552,0
Vietnam,0.8731979432559821,0
Ukraine,-5.293871764127484,0
United Arab Emirates,-1.6947520800198623,0
Uzbekistan,-1.6014582547595733,0
Zambia,1.6780804920624903,0
Poland,0.9034062259316924,1
Iraq,-1.637969635228659,1
Nigeria,-3.164593318694885,1
Indonesia,0.12849716488034235,1
Iran,-4.126398817746165,1
Albania,0.0049923205879851,1
Andorra,-0.075307543919404,0
Angola,-0.40085837332747076,1
Armenia,2.2137866380333757,1
Bahrain,1.4639801211445398,0
Belarus,-3.834080606063016,0
Bosnia and Herzegovina,-0.287422403871765,0
Bulgaria,-2.537619328504087,0
Burundi,3.316143366905619,1
Madagascar,1.821223756997267,0
Cape Verde,-8.39597835056622,1
Botswana,1.2560565786820983,0
Hungary,0.22667877520607127,1
Iceland,-0.4868664025030572,0
Chad,2.399820707013009,0
Vatican City,-3.0264793047387566,1
Guinea-Bissau,-3.6985956179981767,0
Ghana,-2.62386978617128,0
Guinea,-2.6367048283660104,0
France,-0.22590455650447122,1
Finland,0.5285840495962066,1
Eritrea,1.387837701612035,0
Equatorial Guinea,-2.1605298754443893,1
Germany,2.5469552701204514,0
Mauritania,1.5847971123523057,0
Myanmar,-2.630233332833927,0
Mozambique,0.446527011491538,0
Mauritius,-0.6262399220531037,0
Malta,-0.7612578257596728,0
Kenya,-3.4070753713592574,0
Malawi,-3.7640964049303545,1
Thailand,0.3141942549062212,0
Kuwait,1.432925498322178,1
Turkey,-0.3410548962459022,0
Mali,-2.250435067672519,0
Nigeria,2.4892400019792973,1
Zambia,0.2637214487473883,0
Poland,-1.3170839528681193,1
Russia,-1.6139423119292076,0
Senegal,1.6240615230903774,0
Slovenia,-1.4379352271288832,0
South Africa,2.8450342969170155,0
Sudan,1.2092342695872023,1
Tanzania,-1.640725190727821,0
Vietnam,-2.5477061921063178,0
Ukraine,0.1808255468621966,0
United Arab Emirates,3.043215039556899,0
Uzbekistan,0.8480560114903173,0
Jordan,-8.684173039495548,0
Oman,2.7897289621006447,1
Iraq,0.6539176284654976,1
Iran,-0.516055825064011,1
Indonesia,1.898391439973218,1
Albania,1.665381125751751,1
Andorra,4.4759496985800125,0
Angola,0.12632841350412866,1
Armenia,0.44427383220231315,1
Bahrain,-0.1404866395456654,0
Belarus,-0.7319965474129526,0
Bosnia and Herzegovina,2.702685144729953,0
Botswana,1.2017817901267456,0
Bulgaria,6.61573654310885,0
Burundi,-3.3314647227540393,1
Madagascar,-1.165576601876971,0
Cape Verde,4.635166708651765,1
Afghanistan,-0.1183603527611683,0
Equatorial Guinea,-0.28836359582752125,1
Eritrea,0.5244909370012295,0
Finland,-0.3645578611629059,1
France,1.7179666107428002,1
Germany,2.205562138414772,0
Ghana,-2.8382496887495483,0
Guinea,0.8774682510100527,0
Guinea-Bissau,-1.4301874464043185,0
Vatican City,-2.8685027411087307,1
Hungary,-1.8780258520172193,1
Iceland,0.6668034492326246,0
Chad,-0.5850975529484005,0
Mozambique,0.4093808821524572,0
Mauritius,-2.486900165784483,0
Mauritania,-0.7881474846200767,0
Malta,-2.013253372904591,0
Jordan,2.247095356518668,0
Malawi,2.5981472294990557,1
Thailand,-0.918930122351898,0
Kuwait,0.08622719319104455,1
Kenya,1.1767559258770586,0
Myanmar,1.2349077946270162,0
Mali,-0.3616058172819847,0
Turkey,7.10082116329785,0
Slovenia,-6.763433044088409,0
Oman,0.47739049266352485,1
Poland,-1.5890850600761472,1
Russia,-0.8982378456338862,0
Senegal,-0.543454970102953,0
South Africa,4.193645725292504,0
Sudan,-3.9766318984213003,1
Tanzania,3.210954275342901,0
Vietnam,-1.6712546793528176,0
Ukraine,-6.210391648314896,0
United Arab Emirates,-1.594636110108454,0
Iraq,-0.31939188449411776,1
Nigeria,8.688046960982941,1
Iran,-0.050621830190853145,1
Chad,0.2999262549569582,0
Iceland,0.6519999533723422,0
Afghanistan,0.4437816840219503,0
Albania,-0.062040975863511566,1
Andorra,2.5939348685188244,0
Angola,1.4546326330416368,1
Armenia,4.534284515608917,1
Bahrain,-1.2271400270932311,0
Belarus,-1.8814075905972023,0
Bosnia and Herzegovina,2.402224426312665,0
Botswana,3.8123888250304168,0
Bulgaria,-4.091498109705918,0
Burundi,-0.4801734627758343,1
Indonesia,0.7803432000035859,1
Madagascar,4.499417026215086,0
Uzbekistan,1.8790414931398849,0
Equatorial Guinea,0.34287686411518187,1
Eritrea,-8.422026713631357,0
Finland,-3.124297526103107,1
France,2.39648474382441,1
Germany,-1.6070989647120757,0
Ghana,1.0203099036470218,0
Guinea,1.5713199164972165,0
Guinea-Bissau,1.7836320761831812,0
Vatican City,-2.712294883208642,1
Hungary,0.9714586068533577,1
Cape Verde,-1.5312548973706082,1
Zambia,4.100546990199558,0
